# Class, ID
SN?,TranID1311101380404110756
SN,TranID1311101380344149031
SN,TranID1311101150504122836
Flare,TranID1311101150064106486
SN,TranID1311100210144121990
Unknown,TranID1311100150094106837
HPM,TranID1311090040164127564
AGN,TranID1311081260154102489
AGN,TranID1311081150104119089
CV,TranID1311081150044101824
AGN?,TranID1311081090554123219
CV,TranID1311061180184119159
SN?,TranID1311061150144107811
CV,TranID1311061010294118517
AGN?,TranID1311040230204114690
HPM,TranID1311021570504113741
CV,TranID1311021400124123088
HPM,TranID1311021400104112568
AGN,TranID1311021320354124799
CV,TranID1311021290414104571
AGN,TranID1311021260434104182
Flare,TranID1311011010164128734
SN,TranID1310311070534119356
Unknown,TranID1310310210194101254
Unknown,TranID1310310181204127244
CV/SN,TranID1310310091164130002
AGN,TranID1310301290104120647
AGN,TranID1310301180144107762
SN,TranID1310301180094105274
CV,TranID1310281380044109757
SN,TranID1310281150064101162
CV,TranID1310271400304156612
AGN,TranID1310261040144104091
SN,TranID1310261010114127520
CV,TranID1310260150154113290
SN?,TranID1310260040144132382
AGN,TranID1310260010144106354
CV,TranID1310251400954170028
SN,TranID1310251230244142725
SN,TranID1310250070034110542
SN,TranID1310250040014131234
Unknown,TranID1310241630244134804
Blazar/AGN,TranID1310241490354129023
Unknown,TranID1310240231164108306
CV?,TranID1310231380084126804
SN/CV,TranID1310230230114116035
SN?,TranID1310230230064121450
Flare,TranID1310221260034120370
CV,TranID1310150260064106672
Nova,TranID1310141400044135276
CV,TranID1310141400044134796
SN,TranID1310141210414137770
SN,TranID1310131381024102178
SN,TranID1310120210064111333
HPM,TranID1310120180014101233
SN/AGN,TranID1310120150164117921
SN,TranID1310120150014110189
AGN?,TranID1310111151234134426
Flare?,TranID1310111090204125263
SN?,TranID1310111090114129086
AGN,TranID1310091210034112233
SN,TranID1310091091244132305
AGN?,TranID1310090150194118969
CV,TranID1310081321084123846
AGN,TranID1310071070184110974
SN,TranID1310071010274132001
HPM,TranID1310070070244123463
YSO,TranID1310070040284141639
SN?,TranID1310060010894134554
HPM,TranID1310050040154108638
HPM,TranID1310041400054104521
SN,TranID1310041210064115696
SN,TranID1310031260784132818
AGN,TranID1310030150174109582
SN,TranID1310030120174141423
HPM,TranID1310030040224109339
CV,TranID1310021520614101453
SN,TranID1310021400344113215
SN,TranID1310020070184210953
CV?,TranID1310011150874130887
Flare,TranID1310011070234114365
SN,TranID1310011011254110661
AGN,TranID1310010011224126916
SN,TranID1309301010124101541
SN,TranID1309300180094104003
SN,TranID1309300180064109444
Unknown,TranID1309300150074129465
SN,TranID1309300150064136355
SN,TranID1309300090104101264
CV,TranID1309300040144138533
CV,TranID1309290211204126430
AGN?,TranID1309290151184105742
SN,TranID1309290091254125220
SN?,TranID1309281260194162485
AGN,TranID1309281181134139665
AGN,TranID1309281150204108337
Blazar,TranID1309281121184118018
AGN,TranID1309261570524136874
SN,TranID1309261490634154130
CV?,TranID1309261261094119084
SN,TranID1309250091224135247
Unknown,TranID1309250091194105176
SN,TranID1309250010064131012
SN,TranID1309241320384122843
SN,TranID1309241150044116061
HPM,TranID1309241090044129182
HPM,TranID1309241040054136913
CV,TranID1309240151054197273
CV,TranID1309240151044109000
HPM,TranID1309231430944150537
HPM,TranID1309231430934112700
Var,TranID1309231430034119891
CV?,TranID1309231231084113392
CV,TranID1309230011124158968
SN,TranID1309171630464141509
CV,TranID1309171400094125147
Blazar,TranID1309171070164130218
AGN,TranID1309170070904150815
Blazar,TranID1309161261134112078
CV,TranID1309161261124106682
SN,TranID1309161260074128615
CV,TranID1309161230834137353
CV,TranID1309161230104102910
SN,TranID1309151181194112157
SN,TranID1309151090014120286
AGN,TranID1309151070074113180
Unknown,TranID1309151040094142394
CV?,TranID1309141380774130923
CV,TranID1309141260204167133
CV,TranID1309141091134108958
SN,TranID1309130120124115946
SN,TranID1309130040094143775
SN?,TranID1309121040194132361
CV/SN,TranID1309120211044132512
AGN?,TranID1309120150014104855
Flare,TranID1309120090054121750
SN,TranID1309120090054115627
SN?,TranID1309120090034109089
SN,TranID1309120010164143104
CV,TranID1309061490254137729
Nova,TranID1309061400034134866
SN,TranID1309061351044128051
CV,TranID1309061351004143495
Unknown,TranID1309061010124121394
Blazar,TranID1309060040054111996
SN?,TranID1309060040034128254
AGN?,TranID1309060040024118036
HPM,TranID1309051180764103420
SN,TranID1309050231164133249
SN,TranID1309050070084111234
AGN,TranID1309050040124139902
SN,TranID1309050040114124314
SN?,TranID1309050040094128675
CV,TranID1309050011134105287
Ast?,TranID1309050010144104862
SN,TranID1309050010084135719
SN,TranID1309041290124101511
AGN,TranID1309041230134116994
CV,TranID1309041230034113932
SN,TranID1309041210124102821
SN,TranID1309031180084122459
SN,TranID1309021380084121592
HPM,TranID1309021380084117815
SN,TranID1309021260784140174
AGN,TranID1309021090034133655
AGN,TranID1309021070074116316
SN,TranID1309021070064121638
HPM,TranID1309011180214134165
HPM,TranID1309011180204130069
SN?,TranID1309011150194133736
HPM,TranID1309010071244136626
HPM,TranID1308281290064131091
SN,TranID1308281290064116109
SN?,TranID1308280231124103801
CV,TranID1308280181154102522
HPM,TranID1308280041244110839
CV,TranID1308280011124107474
CV,TranID1308091011194131840
SN,TranID1308090211134116095
AGN,TranID1306271260024129130
SN,TranID1306271040724131721
SN,TranID1306211120664110566
Unknown,TranID1306211011244127438
Blazar,TranID1306210011254120647
SN,TranID1306201520574112431
Var,TranID1306201260664112997
AGN,TranID1306201260644112940
SN?,TranID1306200151074106780
CV?,TranID1306200041124124468
HPM,TranID1306191350614114230
CV?,TranID1306181320724134449
SN?,TranID1306171660384131880
SN,TranID1306171600474117100
Flare,TranID1306161290784123559
SN,TranID1306161180794133827
HPM,TranID1306161011264117300
HPM,TranID1306151380744153796
SN,TranID1306141151234111786
SN,TranID1306140180684124826
SN,TranID1306140090664121096
Flare,TranID1306140090664120159
AGN,TranID1306131290654132164
CV,TranID1306131260864152278
AGN?,TranID1306131260664124842
CV,TranID1306121211114135438
SN,TranID1306121180704131531
SN,TranID1306121180694108085
SN,TranID1306120091104126082
SN?,TranID1306111150754117530
SN,TranID1306111150724102925
Blazar,TranID1306111120664110776
HPM,TranID1306110071224127052
AGN,TranID1306101400644123218
AGN,TranID1306101350704128207
AGN,TranID1306101350654101335
SN,TranID1306101320754113582
RRL,TranID1306101320744148086
SN,TranID1306101290774132994
SN?,TranID1306100091124106709
SN,TranID1306091630454118826
SN,TranID1306091570404118400
SN,TranID1306091520454205113
AGN?,TranID1306091490444104704
AGN,TranID1306091460494140247
Flare,TranID1306091460484117878
AGN,TranID1306091180804104464
SN,TranID1306081320774122613
SN,TranID1306081320774109980
CV,TranID1306080230714155739
AGN?,TranID1306071430514125309
SN,TranID1306071380554122492
Flare,TranID1306071320794125262
SN,TranID1306061520534131582
SN,TranID1306061460634149077
SN,TranID1306061400584118076
AGN?,TranID1306061400584110728
AGN,TranID1306061290594125461
SN,TranID1306061181204113527
AGN,TranID1306060070714107287
AGN,TranID1306060070714103061
SN,TranID1306051430624132149
AGN,TranID1306051430594137532
SN,TranID1306051290614132849
CV,TranID1306051261134144211
SN,TranID1306051261094129061
SN,TranID1306051260534106546
AGN,TranID1306051260484132508
SN?,TranID1306051210644126928
SN?,TranID1306041210714113446
CV,TranID1306041151144145470
SN,TranID1306031350724113310
Flare,TranID1306031350664132920
SN,TranID1306031091154156062
SN,TranID1306031090714124701
Flare?,TranID1306031010724113172
SN,TranID1306011150654134552
AGN,TranID1306011120674133862
Var,TranID1306010180844205896
RCorB,TranID1306010150874169777
Flare,TranID1306010121094165203
RRL,TranID1306010121074103680
CV,TranID1306010120884194298
SN,TranID1305311120614125964
Flare,TranID1305311070624107111
SN,TranID1305301120904244806
Flare,TranID1305300090864133673
SN,TranID1305300070714118880
Unknown,TranID1305291660424137446
Blazar,TranID1305291660324120608
SN,TranID1305291600484134981
HPM,TranID1305291600484123094
CV,TranID1305291600394135487
SN,TranID1305291261144126586
HPM,TranID1305221490554110035
SN,TranID1305211460624138558
HPM,TranID1305211400604125044
Blazar,TranID1305211380674115604
HPM,TranID1305201400684109601
Blazar,TranID1305201350774155625
AGN,TranID1305201320684115928
CV,TranID1305201290844124453
Unknown,TranID1305200041164103821
SN?,TranID1305191350334137879
SN,TranID1305191230754108397
CV,TranID1305190040924105557
SN,TranID1305180120704115127
AGN,TranID1305180040694239243
Flare,TranID1305171490344119052
SN,TranID1305171210864128120
SN,TranID1305161040664114824
CV,TranID1305161010604106599
SN,TranID1305151490394125788
HPM?,TranID1305151230694116555
CV,TranID1305151150534101515
AGN,TranID1305151070554117646
HPM,TranID1305150210754151386
SN,TranID1305150210754151010
Comet,TranID1305141070624108774
CV,TranID1305141070524109313
SN,TranID1305131230784108936
SN,TranID1305131210774107949
SN,TranID1305131180844143958
SN?,TranID1305131120764121089
AGN/SN,TranID1305131120734140944
AGN,TranID1305131090754143426
SN,TranID1305130090684108720
Flare,TranID1305121210884131694
Var,TranID1305121090884136789
Unknown,TranID1305121070704140019
SN,TranID1305121070694115570
SN,TranID1305121040794120539
AGN,TranID1305121010734109070
SN/CV,TranID1305120040624108145
AGN,TranID1305110010834146582
HPM,TranID1305101380784129660
CV,TranID1305101350804157015
SN,TranID1305091490614141161
Blazar,TranID1305091120664119543
SN,TranID1305091120654118444
AGN?,TranID1305091090804141621
SN,TranID1305091090794106174
SN,TranID1305081490564112715
SN,TranID1305081400434135498
SN,TranID1305081400414136462
HPM,TranID1305071430544135024
SN,TranID1305071400614115655
AGN/SN,TranID1305071290744148439
SN,TranID1305071041154114511
AGN,TranID1305051400544106365
Blazar,TranID1305051350574113768
Blazar,TranID1305051260704123970
CV,TranID1305051230834148200
SN,TranID1305031230814133282
AGN,TranID1305031150754125877
SN,TranID1305031150684122609
AGN,TranID1305031150664107635
CV,TranID1305031120794103182
Unknown,TranID1305030120574141454
SN,TranID1305021320554137855
SN,TranID1305021290554127838
AGN,TranID1305021290534103755
SN,TranID1305021290504134160
GRB,TranID1305021260564136026
AGN,TranID1305021260504113324
AGN?,TranID1305021230574116169
Blazar,TranID1305011230484123632
SN,TranID1305011090534133478
Blazar,TranID1305011070564124203
Flare,TranID1305010120674124693
Flare,TranID1304301150494130354
Comet,TranID1304301090774115713
CV,TranID1304291320374114290
SN,TranID1304291120584117616
SN,TranID1304291090754107901
HPM,TranID1304220070904105036
CV,TranID1304211180904145030
AGN,TranID1304211180894173578
SN,TranID1304211180774111949
SN,TranID1304201430384224674
SN?,TranID1304191380504114854
SN,TranID1304191380464136324
AGN,TranID1304191210804140558
CV,TranID1304190120714130429
SN,TranID1304190090644106628
AGN,TranID1304190040724142741
SN,TranID1304181600404137815
CV,TranID1304181520304134058
HPM,TranID1304181430364118904
CV,TranID1304181400734166981
SN,TranID1304181400724141378
CV,TranID1304161550544133046
CV/AGN,TranID1304161490664136857
AGN?,TranID1304161460434115985
SN,TranID1304161350784103276
SN,TranID1304161260544128382
SN,TranID1304161210564119965
SN,TranID1304161210554115579
SN,TranID1304151550384115667
Unknown,TranID1304151490444125243
AGN,TranID1304151460584103642
HPM,TranID1304151460544143236
AGN,TranID1304151460494144378
AGN,TranID1304151460494122412
SN,TranID1304151430534106204
SN,TranID1304151430524125462
SN/AGN?,TranID1304151430514135374
SN,TranID1304151430494101547
Unknown,TranID1304151090664124031
AGN,TranID1304151070464118026
SN,TranID1304141120504133862
SN,TranID1304140040614129121
SN,TranID1304131320603113558
HPM,TranID1304131290643133214
SN/CV,TranID1304131260814118255
SN,TranID1304121260664120602
HPM,TranID1304121260644109524
Flare,TranID1304121230614134803
Flare,TranID1304111230414140313
SN,TranID1304111180604104701
AGN,TranID1304111120614116422
CV,TranID1304111120594139528
Flare,TranID1304111090634120338
SN,TranID1304111090634115957
AGN?,TranID1304101210524133590
HPM,TranID1304101150764142626
Flare,TranID1304101120734121399
AGN,TranID1304101090824105434
SN,TranID1304101090814108983
AGN,TranID1304081290754138475
AGN,TranID1304081260744138781
AGN,TranID1304061290694140971
SN,TranID1304061230734125608
Blazar,TranID1304061210644103282
AGN,TranID1304061150634123862
AGN,TranID1304061090654140277
HPM,TranID1304041290654130369
SN,TranID1304041290624102229
AGN,TranID1304041290604129569
AGN?,TranID1304041260614122389
SN,TranID1304031260394120564
Flare,TranID1304031120774114435
SN?,TranID1304031120754131205
SN,TranID1304031090804140600
SN/CV,TranID1304020070664116317
SN,TranID1304011430704131751
SN,TranID1304011090684111068
AGN?,TranID1304011090674106904
SN?,TranID1304011070634119906
HPM,TranID1304011040734113603
HPM,TranID1303311570484131030
Blazar,TranID1303311550494131001
HPM,TranID1303241660214135267
CV,TranID1303241460644117054
SN,TranID1303241460584112024
CV,TranID1303241460574123435
HPM,TranID1303241460544112317
SN,TranID1303241430574136850
HPM,TranID1303241400594101724
AGN,TranID1303241120234114292
HPM,TranID1303231520434129450
SN,TranID1303231460474127979
HPM,TranID1303201090684101235
SN,TranID1303181600384128987
Flare,TranID1303181090924175989
CV?,TranID1303171320644114865
SN?,TranID1303171290584119068
SN,TranID1303171290404124281
SN,TranID1303171260694130687
Unknown,TranID1303171260654136392
Unknown,TranID1303171210684110790
CV,TranID1303171090424146629
AGN/SN,TranID1303161320574130573
SN,TranID1303161320574115853
AGN,TranID1303161150714107103
AGN,TranID1303161120714122052
Blazar,TranID1303151210504145839
SN,TranID1303150210604138443
SN,TranID1303150180614114284
SN,TranID1303150040714122967
SN,TranID1303141350524142790
AGN,TranID1303141350494127887
Flare,TranID1303141290134114251
HPM,TranID1303141150634143780
AGN,TranID1303141090674107279
AGN,TranID1303141070684112965
AGN,TranID1303141040684143755
AGN,TranID1303140180684107993
AGN,TranID1303140010834117600
SN?,TranID1303121070564106854
SN,TranID1303111090714111154
HPM,TranID1303071520314141379
HPM,TranID1303071520304144859
Blazar,TranID1303071150824115553
AGN,TranID1303071120774117560
AGN,TranID1303071120774113499
AGN,TranID1303071120764123699
SN,TranID1303071090774127988
AGN?,TranID1303071070754142629
SN,TranID1303071040744105050
SN?,TranID1303051380434105873
SN,TranID1303051290744139395
SN,TranID1303051290654126745
HPM,TranID1303051230684111017
SN?,TranID1303051070694136005
AGN?,TranID1303051010634119957
SN?,TranID1303050040684138629
SN,TranID1303031290434124956
AGN,TranID1303031120634108415
Flare,TranID1303030010484158805
Blazar,TranID1303021380594134765
Flare,TranID1303021290164141488
CV,TranID1303021260374143723
Blazar,TranID1303021230624130836
Unknown,TranID1303021230264103547
HPM,TranID1303021210274114807
SN,TranID1303011380534115603
Flare,TranID1303011350574103320
Flare,TranID1303011320534129196
AGN,TranID1303011290544123165
HPM,TranID1303011180144110751
AGN,TranID1302231400514120418
SN?,TranID1302231210644123928
CV?,TranID1302231120284141108
CV?,TranID1302230120704108141
HPM,TranID1302181490404115704
Flare,TranID1302181430344101379
CV,TranID1302181400354146917
SN,TranID1302181380414137316
AGN?,TranID1302181230554144044
SN?,TranID1302171490374116041
SN?,TranID1302171350514111922
SN?,TranID1302171260494123228
Blazar,TranID1302171230424139186
Unknown,TranID1302171040734101995
Blazar,TranID1302171010794138638
SN,TranID1302170150534108860
AGN,TranID1302161040654110952
Flare,TranID1302160120584113031
Unknown,TranID1302160120574139280
SN,TranID1302151090204131476
LPV,TranID1302141290364160994
SN,TranID1302141260454138050
AGN,TranID1302141230574122584
SN,TranID1302141230554138125
AGN,TranID1302141230494130831
Flare,TranID1302141210474143476
AGN?,TranID1302141180594119560
AGN,TranID1302141150604114861
AGN,TranID1302141150504102321
AGN,TranID1302141150484143170
SN?,TranID1302141120624107766
AGN,TranID1302141010654143860
Ast,TranID1302140040714124357
Unknown,TranID1302140040714119849
SN,TranID1302140040704148345
AGN,TranID1302140040644124305
SN,TranID1302111320514122668
AGN,TranID1302111320504113079
SN?,TranID1302111070584120659
SN,TranID1302111070584108234
SN,TranID1302111010564127993
Blazar,TranID1302110040604104918
Unknown,TranID1302110010564118314
CV,TranID1302081430274150136
SN,TranID1302081290044124939
CV,TranID1302071350324174129
SN,TranID1302071180594124448
SN,TranID1302071180594112812
AGN,TranID1302071180594109478
AGN?,TranID1302071150594109346
CV,TranID1302061230454136240
Blazar,TranID1302061180174118628
Mira,TranID1302061040444139121
AGN,TranID1302051090544104678
SN,TranID1302051070684112717
AGN?,TranID1302051070574141323
AGN,TranID1302021320494133884
CV,TranID1302011090264101772
SN,TranID1301311430304145952
CV,TranID1301311380344128824
HPM,TranID1301221040864152906
HPM,TranID1301221040864152365
CV,TranID1301221040844144288
SN,TranID1301211350324164342
CV,TranID1301211320344144585
AGN?,TranID1301201010634112008
AGN,TranID1301200040614105139
SN,TranID1301200010614127750
AGN,TranID1301191180604110642
CV,TranID1301191150664140530
AGN/SN,TranID1301191010674124017
HPM,TranID1301190040324141041
HPM,TranID1301181430464127521
AGN?,TranID1301181290534132162
SN,TranID1301181150574139493
AGN,TranID1301181091254106470
SN?,TranID1301171320484141493
AGN,TranID1301171290494101134
SN,TranID1301171260534109021
AGN,TranID1301171260514105921
SN,TranID1301171230524118664
Blazar?,TranID1301171210544133044
HPM,TranID1301171040504112807
Unknown,TranID1301161260474144339
SN,TranID1301161230184124892
AGN,TranID1301161120464102418
Blazar,TranID1301151460334132242
SN,TranID1301151460314123896
SN,TranID1301151120114110654
AGN,TranID1301151090124141829
Blazar,TranID1301141600214150936
CV?,TranID1301141550224170154
Flare,TranID1301141010054127807
AGN,TranID1301131320454135242
SN,TranID1301131040554137759
Flare,TranID1301131010554139998
Blazar,TranID1301130210584145069
Blazar,TranID1301130120094138246
SN,TranID1301130120044104936
SN,TranID1301120070604117823
SN,TranID1301120070554118370
Blazar,TranID1301120070524109667
AGN,TranID1301101460464125754
SN?,TranID1301101400304128284
HPM,TranID1301100070484108784
SN?,TranID1301091180664133645
SN,TranID1301091150634114188
AGN,TranID1301091120664116217
SN,TranID1301091071264128565
AGN,TranID1301091070734127647
SN,TranID1301081630244112050
SN,TranID1301081630234143254
SN?,TranID1301081070654101988
CV,TranID1301080070724103395
CV,TranID1301080040714113582
Unknown,TranID1301071430404125956
Flare,TranID1301070040264138462
AGN,TranID1301061230534111716
Unknown,TranID1301061180514114118
CV,TranID1301061090614105661
HPM,TranID1301061090094117234
SN,TranID1301051350454137063
AGN?,TranID1301051320514130360
CV,TranID1301051320504135525
SN,TranID1301051260644124613
SN?,TranID1301051230604112006
SN,TranID1301051230574132403
Unknown,TranID1301031490264148655
HPM,TranID1301031350364121228
SN,TranID1301031090774135654
SN,TranID1301030010464118888
Flare,TranID1212201180394146401
AGN,TranID1212201070564109636
SN,TranID1212201040594136782
SN,TranID1212131150124142506
HPM,TranID1212131040594104095
HPM,TranID1212130090024144127
SN,TranID1212121380464142104
SN,TranID1212121380464115648
Unknown,TranID1212121070164123828
Blazar,TranID1212121070084233940
SN,TranID1212121040124143985
Flare,TranID1212121010294164062
SN,TranID1212111040224118793
SN,TranID1212101520234135082
CV,TranID1212101350424137225
Blazar,TranID1212101350334155040
Var,TranID1212101350304169390
SN,TranID1212101150604109404
HPM,TranID1212101070614108872
SN,TranID1212091350184194219
CV,TranID1212091320214200033
AGN,TranID1212091210554119667
SN,TranID1212091210534111237
Blazar,TranID1212081180274143485
AGN,TranID1212081150704122264
SN?,TranID1212081120734147885
AGN,TranID1212081120714110802
SN/CV,TranID1212080290194104068
CV,TranID1212080121174102903
Blazar,TranID1212080010604101425
SN,TranID1212071120514101732
SN,TranID1212071120484110619
AGN?,TranID1212051210064142482
YSO,TranID1212041010314105958
SN,TranID1212040120274106666
Mira,TranID1212040090324112508
SN?,TranID1212040070204124265
SN,TranID1212031260564126571
Flare,TranID1212031040274125613
CV,TranID1212031040224128186
CV,TranID1212021350134123988
HPM,TranID1211251010564111427
SN,TranID1211250150284101590
CV,TranID1211250040294129168
CV,TranID1211250040254118613
HPM,TranID1211241430354131229
SN,TranID1211240181134110780
CV,TranID1211230090284149514
CV,TranID1211230090284118680
CV,TranID1211230090264132139
SN,TranID1211221120164101986
SN/CV,TranID1211220040254102621
CV,TranID1211211400124152237
SN,TranID1211201320134127533
CV,TranID1211201260144138885
CV,TranID1211201210114118379
SN,TranID1211201210104124196
CV/SN,TranID1211151400024128052
CV,TranID1211151380114123352
SN,TranID1211141090484136131
CV,TranID1211141070524124013
SN,TranID1211141040564146287
Blazar,TranID1211140261114102829
SN,TranID1211140260264156771
SN,TranID1211140260164132316
AGN,TranID1211140230104117851
CV,TranID1211140230074119666
Flare,TranID1211131320034233281
SN/AGN,TranID1211131260074114017
Flare?,TranID1211131260074105573
SN,TranID1211131210484133381
SN,TranID1211131180484106123
Flare,TranID1211131180104107175
SN,TranID1211121350134141376
CV,TranID1211121320074127003
AGN,TranID1211121260104125682
SN,TranID1211121260104115636
SN,TranID1211121150034142136
SN,TranID1211121010044139995
CV,TranID1211120181094128727
SN,TranID1211071070144131502
SN?,TranID1211070231124139883
AGN?,TranID1211070040084107170
SN,TranID1211061320034107388
HPM,TranID1211061320024142735
SN,TranID1211060150264111449
Blazar,TranID1211041040244133578
SN/CV,TranID1211040151144115708
CV,TranID1211040071244137294
Ast?,TranID1211040011274138471
HPM,TranID1211030011184117219
CV/SN,TranID1211021320104124291
SN/CV,TranID1210270120284116794
SN,TranID1210270040254109015
SN?,TranID1210261570514139359
SN,TranID1210261570504105230
CV,TranID1210251520614129666
Flare,TranID1210230210184130483
SN?,TranID1210221210204103080
Blazar,TranID1210211070014111403
AGN,TranID1210200230154132703
AGN,TranID1210191210034106470
SN/AGN,TranID1210191180014206445
YSO,TranID1210161350174146514
LPV,TranID1210161290084140460
AGN,TranID1210161150114109011
SN,TranID1210151120044133047
CV,TranID1210150150284109826
AGN,TranID1210150150074131189
CV,TranID1210150070174107414
CV,TranID1210141071214123192
HPM,TranID1210141070524139098
SN/AGN,TranID1210141040194104716
AGN,TranID1210141040144113641
SN,TranID1210140121244119909
Blazar,TranID1210131570224128099
HPM,TranID1210131010164129332
SN,TranID1210131010164113786
SN,TranID1210131010084212549
SN,TranID1210111380724113233
YSO,TranID1210111350204155747
CV,TranID1210110261114108086
Unknown,TranID1210110090204111934
CV,TranID1210101550574139561
CV,TranID1210100230084125630
SN,TranID1210090180074131839
HPM,TranID1210090180064127981
SN/AGN,TranID1210090180034141802
SN,TranID1210090150164136276
SN/CV,TranID1210090090104107398
SN,TranID1210090090094131313
CV,TranID1210090090084147600
AGN,TranID1210081320094121285
Nova,TranID1210081290084139283
Flare,TranID1210081290084113755
HPM,TranID1210081290064104773
Flare/SN,TranID1210081261094137553
SN?,TranID1210081210114120908
SN?,TranID1210081120114116244
CV,TranID1210061380014126444
SN,TranID1210061091254108515
HPM,TranID1210061040054136923
CV,TranID1210061011274106960
SN,TranID1210061010114123149
CV,TranID1210051211094121504
Unknown,TranID1210051151104133364
SN,TranID1210051121134133632
Unknown,TranID1210051071234141464
SN?,TranID1210051041234102585
AGN,TranID1210041231174109433
CV,TranID1210041071154132318
CV,TranID1210040071104182143
CV,TranID1210040041124149411
CV,TranID1209271400104123217
SN,TranID1209261380774102309
SN,TranID1209261350774119449
HPM,TranID1209260210054119103
SN,TranID1209260090224105038
SN,TranID1209251120034120839
AGN?,TranID1209250041244211283
SN,TranID1209241210154109886
CV,TranID1209231181154135712
SN,TranID1209231151184132183
HPM,TranID1209220231174118379
CV,TranID1209220121154133884
Flare,TranID1209211520514132992
CV,TranID1209211231074134565
Blazar,TranID1209211151114137208
Flare?,TranID1209210040054102542
CV,TranID1209210011174113721
AGN?,TranID1209210010094134077
Flare,TranID1209210010044118805
SN,TranID1209201291104150818
SN,TranID1209191290734112890
SN,TranID1209190181234125108
AGN,TranID1209190121244126312
AGN,TranID1209190090144112412
HPM,TranID1209190070174113766
Ast?,TranID1209190040204133930
HPM,TranID1209190011264107526
HPM,TranID1209180040174139651
HPM,TranID1209180040164133578
AGN,TranID1209180010154103293
Blazar,TranID1209171320804150109
Blazar,TranID1209171260074119171
SN,TranID1209171230834113314
AGN,TranID1209171181184108688
HPM,TranID1209171151174127289
AGN?,TranID1209161150144108739
SN,TranID1209150070034133708
AGN,TranID1209150040094134613
AGN?,TranID1209141231074142497
Flare,TranID1209141181134129658
SN,TranID1209141090204129093
SN/CV,TranID1209141090074136361
SN,TranID1209141090064105618
AGN?,TranID1209141090054139367
AGN?,TranID1209141090024103854
SN,TranID1209141071174108926
SN,TranID1209141070054135993
CV?,TranID1209131041184139147
SN?,TranID1209130011214144832
SN,TranID1208281231154134578
Var,TranID1208280210014111715
AGN,TranID1208251011234140766
SN,TranID1208251011194110586
CV,TranID1208130041114126118
SN,TranID1208130010844101062
CV?,TranID1208121350994133433
HPM?,TranID1208121320804163185
SN,TranID1207180121154125168
Unknown,TranID1207180041144129687
SN,TranID1207180041124185000
Blazar,TranID1206221400674113478
Flare,TranID1206221121184125294
CV,TranID1206211520354130328
SN?,TranID1206211350724121312
AGN?,TranID1206211260814129076
SN?,TranID1206211181204150735
CV,TranID1206211150884114821
CV,TranID1206201380794173913
SN,TranID1206201040754130670
AGN?,TranID1206191400564136457
AGN,TranID1206191290534127278
AGN?,TranID1206191210014107066
CV,TranID1206191120914106935
AGN?,TranID1206191070854114355
AGN?,TranID1206181320654120229
SN,TranID1206181260664109870
SN,TranID1206181260644127774
HPM,TranID1206181230684113341
SN,TranID1206181230574132946
SN?,TranID1206181070924179663
Blazar,TranID1206181070784131643
LPV,TranID1206181040794128810
Unknown,TranID1206181011244111034
Var,TranID1206171150914202091
CV,TranID1206171090824101743
Blazar,TranID1206161380664102006
HPM,TranID1206161291084136687
CV,TranID1206161231134153898
SN,TranID1206161150814110505
SN,TranID1206151180564122192
SN,TranID1206141570424120999
SN,TranID1206141490544113083
HPM,TranID1206141460544140072
Unknown,TranID1206141460524107521
SN,TranID1206141400594106740
Blazar,TranID1206141011194123909
CV,TranID1206130011154131139
SN,TranID1206121210604127753
SN,TranID1206121210554127866
HPM,TranID1206121180764126679
SN,TranID1206121120794103898
CV,TranID1206121090934157104
CV,TranID1206120041094189989
AGN,TranID1206111550334141904
SDSS,TranID1206111460424124541
AGN?,TranID1206111150764121180
SN,TranID1206111150664126745
CV,TranID1206110040934111559
SN,TranID1206101460644109240
AGN,TranID1206101260734119158
CV,TranID1206101260684134497
AGN,TranID1206101150804138903
AGN,TranID1206101150804131553
Flare,TranID1206091490394141995
HPM,TranID1206091490384128250
Flare,TranID1206091210824118132
SN,TranID1206091040884152624
CV,TranID1206081260844152353
Unknown,TranID1206081230834108521
CV,TranID1206081210854103927
SN,TranID1206081120904116691
CV?,TranID1205301490684103562
CV,TranID1205301380764113640
SN,TranID1205301380684129929
SN,TranID1205291570334115911
Blazar,TranID1205291490534127415
AGN?,TranID1205291400644137996
CV,TranID1205290071154111903
Unknown,TranID1205280181064170937
SN,TranID1205280010674125715
Blazar,TranID1205270180774158082
CV,TranID1205270150814144994
CV?,TranID1205270070854174078
YSO,TranID1205260230814129756
Flare,TranID1205260230684118049
YSO,TranID1205260180844119174
CV,TranID1205260070904186783
SN,TranID1205251430694120110
SN/AGN,TranID1205251430664113603
AGN,TranID1205251260724133170
SN,TranID1205251150794114147
AGN?,TranID1205251150774142992
AGN/CV,TranID1205251120814137249
Blazar,TranID1205251090794110609
AGN?,TranID1205241350674116196
SN,TranID1205241230524115253
AGN,TranID1205241210764128629
AGN,TranID1205231210814118357
Blazar,TranID1205221490314114861
AGN,TranID1205221260674140369
Flare,TranID1205211040644123308
CV,TranID1205201210444122117
CV,TranID1205190090894173882
HPM,TranID1205190090574131466
Unknown,TranID1205181320634128305
AGN,TranID1205171400674125150
SN,TranID1205171400634128595
Flare,TranID1205161380684113569
AGN,TranID1205161290754103942
AGN?,TranID1205161290654130472
SN,TranID1205161230724111724
SN,TranID1205161230674115059
