# ID, Class
TranID1110180090124117413,HPM
TranID1110181290134107909,SN
TranID1110181320174103285,SN
TranID1110181350104113460,Flare
TranID1110181430644248816,Flare
TranID1110190151224118079,SN
TranID1110190180054134516,SN
TranID1110190210074126561,Flare
TranID1110191350734141576,SN
TranID1110200040214115179,CV
TranID1110200260114134799,Unknown
TranID1110201090264162525,SN
TranID1110201211154112050,SN
TranID1110210211204114444,CV
TranID1110211151144101343,CV
TranID1110211321074152444,Blazar
TranID1110211550594103326,SN
TranID1110211550594121474,AGN
TranID1110221071114172099,SN
TranID1110221210884105604,HPM
TranID1110221290484112027,CV
TranID1110230090074112399,SN
TranID1110231150294110535,HPM
TranID1110231321034126384,SN
TranID1110231351004159200,Blazar
TranID1110231380744134000,SN
TranID1110241071134162729,Var
TranID1110241071164105629,SN?
TranID1110241350124145757,SN
TranID1110241350454116949,AGN
TranID1110241350454133658,HPM
TranID1110241380714146036,HPM
TranID1110241430314158229,SN
TranID1110261350144140084,SN?
TranID1110270070124134909,AGN
TranID1110271210414133893,Blazar
TranID1110271260474102152,AGN
TranID1110271320464106116,HPM
TranID1110280011254102820,HPM
TranID1110281210094139926,HPM
TranID1110281380464122093,Blazar
TranID1110281630424126946,SN
TranID1110300070154106463,Unknown
TranID1110300150114120497,SN
TranID1110301090144110100,SN
TranID1110301150434131503,SN?
TranID1110301180524111833,SN
TranID1110310180154126160,SN
TranID1110311071264128913,SN
TranID1110311260854171619,AGN
TranID1111010210254112004,SN
TranID1111011291114153567,Unknown
TranID1111011351054108718,CV
TranID1111020230054135320,SN
TranID1111020230294162846,SN
TranID1111020260014102295,AGN
TranID1111020260074117684,AGN?
TranID1111021290254190624,Unknown
TranID1111030010164113022,SN?
TranID1111030010194136402,SN?
TranID1111030090134103780,CV
TranID1111031350994156252,SN
TranID1111031400324158535,CV
TranID1111031400964117601,AGN
TranID1111031520324144272,SN
TranID1111151180174127137,SN
TranID1111160010064104203,SN
TranID1111160181114122437,SN
TranID1111161070254130896,HPM
TranID1111161120264111887,Flare
TranID1111170010084134941,SN
TranID1111170090054116957,SN
TranID1111170120034124911,SN?
TranID1111170120064131084,Blazar
TranID1111171350514136075,AGN
TranID1111181070424172387,SN
TranID1111181120274120028,SN
TranID1111181120284107174,CV
TranID1111181150284160207,SN
TranID1111181180104130016,AGN
TranID1111181230384140281,SN
TranID1111181380124132585,AGN
TranID1111181380174107847,SN
TranID1111181490664163515,SN
TranID1111191120034144818,SN?
TranID1111191230074124966,HPM
TranID1111221040194145937,AGN
TranID1111221040604112067,SN?
TranID1111221070164127486,CV
TranID1111221120534115711,AGN
TranID1111230010184112537,CV
TranID1111231210464117038,Unknown
TranID1111231290224144399,SN
TranID1111231290234184573,SN
TranID1111241070264146997,AGN
TranID1111241660174140627,SN
TranID1111271070034113062,SN
TranID1111271120024141105,SN/AGN
TranID1111271180094145781,SN
TranID1111271320174145528,AGN
TranID1111280040064107908,AGN
TranID1111280070274158322,Flare
TranID1111280090254147222,CV
TranID1111280151174112104,SN
TranID1111281010144134599,AGN
TranID1111281120704127010,SN
TranID1111281150614125119,SN
TranID1111281180604107692,AGN
TranID1111281210664105894,SN?
TranID1111281380784154913,SN
TranID1111291231104136038,AGN
TranID1111291231164135344,CV
TranID1111300010444152229,SN?
TranID1111300070314154439,AGN
TranID1111301040484136988,AGN
TranID1111301090274136153,Unknown
TranID1111301090294102584,SN?
TranID1111301120304120184,CV
TranID1112161230394126529,CV
TranID1112171180214124889,Unknown
TranID1112241010694129423,Unknown
TranID1112241070214144460,AGN
TranID1112241090224127804,SN
TranID1112241150694114923,SN
TranID1112241180034118508,CV
TranID1112250011254116827,SN
TranID1112251090074105873,AGN?
TranID1112251150734136050,AGN
TranID1112251180524135291,AGN
TranID1112251290214173345,SN
TranID1112251320154107302,SN
TranID1112251320174117100,SN
TranID1112251400344119989,SN
TranID1112270040264130157,AGN
TranID1112270090124101221,CV?
TranID1112271010584136372,AGN
TranID1112271181144146614,AGN?
TranID1112280010534124058,HPM
TranID1112280090084117291,CV
TranID1112280090094129502,AGN
TranID1112281040514107965,AGN
TranID1112281400444128867,AGN
TranID1112290040664120037,SN
TranID1112291120514141825,HPM
TranID1112291120524129371,AGN
TranID1112291260584131842,AGN
TranID1112291320514129026,SN
TranID1112291380484132004,SN
TranID1112291400464106575,AGN?
TranID1112291430434117574,HPM
TranID1112291460404116264,AGN
TranID1112291520334118638,AGN
TranID1112291520354119881,SN
TranID1112301040104138020,SN
TranID1112301090184104199,SN
TranID1112301150764143883,SN
TranID1112301150784113008,Unknown
TranID1112301380354137481,Blazar
TranID1112301490234160140,SN?
TranID1112310010184138365,AGN
TranID1112310040214127410,Flare
TranID1112310120164104369,CV
TranID1112311040794127902,SN
TranID1112311040804104408,SN
TranID1112311070254117349,CV
TranID1112311180504113322,SN
TranID1112311210514143633,Blazar
TranID1112311210524123781,SN
TranID1112311210524132932,CV
TranID1201011010664138113,CV
TranID1201011180804126761,SN?
TranID1201011180814127125,AGN
TranID1201011210774111284,AGN
TranID1201011210784128966,SN
TranID1201011520384133265,CV
TranID1201011660234106090,AGN
TranID1201011660254140001,AGN
TranID1201020010564145870,SN
TranID1201020070324109588,SN
TranID1201021011244127624,CV
TranID1201021260504136346,HPM
TranID1201021290474146697,SN
TranID1201021380994107226,SN?
TranID1201021430344132418,SN
TranID1201021570394133935,Unknown
TranID1201030070034134767,SN
TranID1201030090684120517,CV
TranID1201030120574119891,SN
TranID1201030150494145299,AGN
TranID1201030230274123794,HPM
TranID1201031091224104671,CV
TranID1201040090064129965,AGN
TranID1201041040034112466,CV
TranID1201041150694132441,Flare
TranID1201041430514116028,CV
TranID1201041460454138916,AGN
TranID1201091210644109910,AGN
TranID1201131150224104750,CV
TranID1201131260394127203,SN
TranID1201131260694106174,AGN
TranID1201131320644119665,SN?
TranID1201131350584118676,SN
TranID1201141120144127228,CV
TranID1201141120454117896,SN
TranID1201181010234147842,SN
TranID1201181010574131090,HPM
TranID1201181070194115579,SN?
TranID1201181150564107728,SN
TranID1201181150574105414,SN
TranID1201181210544116069,SN
TranID1201181230504126426,Var
TranID1201181320014109239,HPM
TranID1201191150534121730,HPM
TranID1201191211184129017,CV
TranID1201191290494112719,SN
TranID1201191570254149183,CV
TranID1201200150464142250,HPM
TranID1201201150164103852,AGN
TranID1201201180424110668,Flare
TranID1201210070644128573,HPM
TranID1201211040084125122,SN
TranID1201211210504102902,HPM
TranID1201230010614128703,SN
TranID1201230010644109131,Unknown
TranID1201230040734148678,QSO
TranID1201230150784136277,HPM
TranID1201231010634150043,Blazar
TranID1201231180824106091,AGN
TranID1201231290534138174,SN
TranID1201231350504110090,SN
TranID1201231570324142982,AGN
TranID1201250150604137052,SN
TranID1201251010764111828,SN
TranID1201251090674127372,HPM
TranID1201251120674102201,SN
TranID1201251120674126894,HPM
TranID1201251120714139073,SN?
TranID1201251260114103174,SN
TranID1201251290084153337,HPM
TranID1201251320574108485,HPM
TranID1201251320574121892,SN
TranID1201260180744150980,SN
TranID1201261230594143565,SN
TranID1201261290034138053,Unknown
TranID1201261320044143471,AGN
TranID1201261320094110231,AGN?
TranID1201261350534144397,AGN
TranID1201261350544143066,AGN
TranID1201261380514112452,CV
TranID1201261660164154694,AGN
TranID1201270040834130467,SN
TranID1201270070044115659,AGN
TranID1201270150154131595,Unknown
TranID1201271010844132020,AGN
TranID1201271040284172041,Unknown
TranID1201290090244146277,AGN
TranID1201291070524145310,SN
TranID1201291120484130165,Flare
TranID1201291320614144078,CV
TranID1201291430584111851,CV
TranID1201291490454131189,Unknown
TranID1201300070844140751,AGN
TranID1201301010874137575,SN
TranID1201301180224121978,AGN
TranID1201301180554121756,Flare
TranID1201311010304151839,AGN
TranID1201311230504128262,SN
TranID1201311430024134321,HPM
TranID1202011230574141827,HPM
TranID1202011400464113207,AGN
TranID1202011430404119121,AGN
TranID1202020040654134554,AGN
TranID1202021070664129118,Flare
TranID1202101150434141552,SN
TranID1202101150794131422,Unknown
TranID1202101400324103979,SN
TranID1202111150194115089,SN
TranID1202111180194119491,SN
TranID1202121010054134906,SN/AGN
TranID1202121260244130202,SN
TranID1202180120574141811,SN
TranID1202181070674127854,CV
TranID1202181120094104611,CV
TranID1202181120624121569,HPM
TranID1202181150604102595,Unknown
TranID1202181210594123955,CV
TranID1202181260414118493,LPV
TranID1202181290534121521,SN
TranID1202191150664141850,CV
TranID1202191350514141588,CV
TranID1202191380504109013,SN
TranID1202191400454110288,SN
TranID1202201070784120151,SN
TranID1202201090734136467,AGN
TranID1202211520394112056,Unknown
TranID1202220040624132417,CV
TranID1202220120324111615,CV
TranID1202220210654145270,SN
TranID1202221150494128516,Flare
TranID1202221180514124105,CV
TranID1202221210484117870,HPM
TranID1202221210484122506,Unknown
TranID1202221230444107847,Flare
TranID1202221230474123882,Unknown
TranID1202221290084142231,SN
TranID1202230010724117826,AGN
TranID1202231320474151098,AGN
TranID1202231380394131953,SN
TranID1202240010534114045,AGN?
TranID1202240010544124757,YSO?
TranID1202240070524129645,YSO?
TranID1202240120224143087,SN
TranID1202241210764144227,Unknown
TranID1202241290254205467,CV
TranID1202241320634124271,HPM
TranID1202241350454148466,SN?
TranID1202241430424107104,SN
TranID1202241490394103458,SN
TranID1202241520334122430,SN
TranID1202251040524116814,Flare
TranID1202251040584109286,SN
TranID1202251040734116583,Unknown
TranID1202251040774141275,SN
TranID1202251040804151905,HPM
TranID1202251070524127910,AGN
TranID1202251090624111413,AGN
TranID1202251090634107419,CV
TranID1202251210174133400,AGN?
TranID1202251230594123343,CV
TranID1202251320404143265,SN?
TranID1202260120494134895,CV
TranID1202260210474119845,SN
TranID1202260210474151452,AGN?
TranID1202261260634124245,HPM
TranID1202270180614102583,CV
TranID1202271090564148720,HPM
TranID1202271090714128401,AGN
TranID1202271120714133774,CV
TranID1202271120734147987,SN
TranID1202290070794150520,AGN
TranID1202291040814137444,Flare
TranID1202291120774143126,SN
TranID1202291210684145534,SN
TranID1203010040914152637,Unknown
TranID1203010090874125669,Unknown
TranID1203010090874127108,CV/SN
TranID1203011070774116434,AGN
TranID1203011230674219852,AGN
TranID1203011400324135123,SN
TranID1203011430364110176,CV
TranID1203021040484122366,SN
TranID1203021040804135302,CV
TranID1203021290394123900,AGN
TranID1203030120794158924,SN
TranID1203030150524112736,CV
TranID1203030150774108166,SN?
TranID1203031430444127282,AGN
TranID1203031550344130821,CV
TranID1203040180634119296,SN
TranID1203040210674137242,SN
TranID1203041150714144781,SN
TranID1203130040714120326,Unknown
TranID1203131070594106136,Blazar/AGN
TranID1203131070634111916,Unknown
TranID1203131150574115737,HPM
TranID1203131180174105289,CV?
TranID1203141150504107538,SN/CV
TranID1203151010514146929,SN?
TranID1203151010534135815,Flare
TranID1203151320184121250,HPM
TranID1203151320574115085,CV
TranID1203151380564116199,Nova
TranID1203160070494138975,CV
TranID1203160070784118493,SN
TranID1203160180504151498,SN
TranID1203160210754158388,SN
TranID1203160260584151559,HPM
TranID1203171040634108482,SN/AGN
TranID1203171040774145482,SN
TranID1203171120744115873,AGN?
TranID1203171120764111042,Flare?
TranID1203171430524142064,SN?
TranID1203171430534109123,AGN
TranID1203211040684103351,SN
TranID1203211070594126778,AGN?
TranID1203211070684117141,CV
TranID1203211120624103836,AGN
TranID1203211120624119057,SN
TranID1203211150634107384,HPM
TranID1203221090694114710,YSO
TranID1203221090694148273,SN?
TranID1203221150684107839,HPM
TranID1203221230614107477,HPM
TranID1203221260624125868,SN
TranID1203221320614122224,SN
TranID1203221400694127604,SN
TranID1203221400724152974,AGN
TranID1203230070484145267,SN
TranID1203230070844128605,HPM
TranID1203231490404144289,CV
TranID1203231490434144506,SN
TranID1203240180534128079,SN
TranID1203250150664136435,CV?
TranID1203251150614137172,Flare
TranID1203251260444104852,SN
TranID1203261150844117628,AGN
TranID1203261260764111970,SN
TranID1203270010604115428,SN
TranID1203270230714118652,SN
TranID1203271040774143775,Unknown
TranID1203271070754115152,SN
TranID1203271120774136078,Unknown
TranID1203280070584118839,SN
TranID1203281040834151830,CV
TranID1203281070824134397,CV
TranID1203281070834142673,AGN?
TranID1203281180634123135,SN
TranID1203281180644135630,SN?
TranID1203281180804139974,AGN
TranID1203281210654134717,AGN
TranID1203281230624117329,Blazar
TranID1203281230634113206,AGN
TranID1203291150674137948,SN
TranID1203291290604100838,CV?
TranID1203300070554127127,SN
TranID1203300070824160651,Unknown
TranID1203300120654103092,SN
TranID1203300120834156131,SN
TranID1203301090664128814,SN
TranID1204011210724143746,HPM
TranID1204011230584135800,HPM
TranID1204011290684108433,SN?
TranID1204011290764127641,CV
TranID1204011320724136527,CV
TranID1204011320724147446,HPM
TranID1204011400424136005,HPM
TranID1204011400464123825,Var
TranID1204011430554143340,CV?
TranID1204011460464119919,SN
TranID1204011460504139961,CV
TranID1204011460524120859,SN
TranID1204011460534140759,CV
TranID1204021260814160993,Blazar
TranID1204021550384131537,AGN
TranID1204111070614124392,Unknown
TranID1204111070634123111,Blazar
TranID1204111070674115324,CV
TranID1204111180464108242,SN
TranID1204111210464120236,SN
TranID1204130010724117396,CV
TranID1204150070914181101,CV
TranID1204150090594144402,SN?
TranID1204151040924106888,SN
TranID1204151120714126832,SN
TranID1204160090644123128,AGN
TranID1204160090804156953,Unknown
TranID1204161070504138772,CV?
TranID1204161120574107039,CV
TranID1204161210684133029,CV
TranID1204170210764114312,SN
TranID1204170230734168358,SN
TranID1204171260634121477,SN?
TranID1204181070624101793,Ast?
TranID1204181090694129660,Unknown
TranID1204181210654142274,CV/SN
TranID1204191120874110393,AGN?
TranID1204191180764119622,Flare
TranID1204191180784142832,SN
TranID1204191210774114860,SN?
TranID1204191230754136211,SN
TranID1204191260584120421,CV
TranID1204200210654105431,Nova
TranID1204200210694112972,SN
TranID1204200210694121488,CV
TranID1204201320614114045,Unknown
TranID1204210070784125022,Blazar
TranID1204211010694130827,SN?
TranID1204211040484113178,AGN?
TranID1204211260684121808,HPM
TranID1204221520304126274,SN
TranID1204221550344115741,SN
TranID1204221570314133370,AGN
TranID1204221570344112356,SN
TranID1204231090504125181,SN?
TranID1204231150484101073,CV
TranID1204240090814131436,Unknown
TranID1204240120744152086,Ast?
TranID1204240120784120240,SN
TranID1204241230644129791,SN
TranID1204241320794103277,AGN
TranID1204251210744104178,CV
TranID1204251210744110549,SN
TranID1204251350794106704,SN
TranID1204271380374105813,SN
TranID1204271400394113864,HPM
TranID1204271460514140946,SN
TranID1204271520454138340,AGN
TranID1204281380454105109,AGN
TranID1204281430424107070,SN
TranID1204281460294127844,HPM
TranID1204300010664124998,HPM
TranID1204301290794121687,SN?
TranID1205011180804142223,Comet
TranID1205141090724110667,HPM
TranID1205141120764115685,HPM
TranID1205141230744108444,SN
TranID1205151040694133260,SN?
TranID1205151180714144181,CV
TranID1205151180784138953,HPM
TranID1205151460694129221,CV
TranID1205161120534130600,CV
TranID1205161150514108827,SN
TranID1205161230674115059,CV
TranID1205161230724111724,AGN
TranID1205161290654130472,SN
TranID1205161290754103942,SN
TranID1205161380684113569,Unknown
TranID1205171400634128595,Blazar
TranID1205171400674125150,SN
TranID1205181320634128305,Var
TranID1205190090574131466,AGN
TranID1205190090894173882,SN?
TranID1205191430324126387,CV?
TranID1205201210444122117,HPM
TranID1205211040644123308,CV?
TranID1205221260674140369,SN
TranID1205221490314114861,SN?
TranID1205231210814118357,SN
TranID1205241210764128629,Flare
TranID1205241230524115253,SN
TranID1205241350674116196,HPM
TranID1205251090794110609,HPM
TranID1205251120814137249,SN
TranID1205251150774142992,CV
TranID1205251150794114147,SN
TranID1205251260724133170,SN
TranID1205251430664113603,Flare
TranID1205251430694120110,AGN
TranID1205260070904186783,CV
TranID1205260180844119174,AGN?
TranID1205260230684118049,CV
TranID1205260230814129756,CV
TranID1205270070854174078,SN
TranID1205270150814144994,SN
TranID1205270180774158082,SN
TranID1205280010674125715,SN?
TranID1205280181064170937,SN
TranID1205290071154111903,Blazar
TranID1205291400644137996,HPM
TranID1205291490534127415,AGN
TranID1205291570334115911,AGN
TranID1205301380684129929,AGN
TranID1205301380764113640,SN
TranID1205301490684103562,RRL
TranID1206081120904116691,SN
TranID1206081210854103927,SN
TranID1206081230834108521,SN
TranID1206081260844152353,SN?
TranID1206091040884152624,SN
TranID1206091210824118132,SN
TranID1206091490384128250,SN
TranID1206091490394141995,AGN?
TranID1206101150804131553,AGN
TranID1206101150804138903,Flare
TranID1206101260684134497,AGN
TranID1206101260734119158,SN
TranID1206101460644109240,SN
TranID1206110040934111559,SN
TranID1206111150664126745,CV
TranID1206111150764121180,CV
TranID1206111400624102259,AGN?
TranID1206111460424124541,SN
TranID1206111550334141904,Flare
TranID1206120041094189989,SN
TranID1206121090934157104,SN
TranID1206121120794103898,SN
TranID1206121180764126679,AGN?
TranID1206121180764135782,AGN
TranID1206121210554127866,SN
TranID1206121210604127753,AGN
TranID1206130011154131139,AGN
TranID1206141011194123909,SN
TranID1206141400594106740,AGN
TranID1206141460524107521,SN
TranID1206141460544140072,CV
TranID1206141490544113083,SN
TranID1206141570424120999,SN
TranID1206151180564122192,AGN
TranID1206161150814110505,SN?
TranID1206161210804130399,SN?
TranID1206161231134153898,CV
TranID1206161291084136687,SN
TranID1206161380664102006,Flare
TranID1206171090824101743,SN
TranID1206171150914202091,SN
TranID1206181011244111034,Flare?
TranID1206181040794128810,SN
TranID1206181070784131643,AGN
TranID1206181070924179663,Var
TranID1206181230574132946,RCorB
TranID1206181230684113341,Flare
TranID1206181260644127774,RRL
TranID1206181260664109870,CV
TranID1206181320644122933,SN
TranID1206181320654120229,Flare
TranID1206191070854114355,SN
TranID1206191120914106935,Flare
TranID1206191210014107066,SN
TranID1206191260544117222,Unknown
TranID1206191290534127278,Blazar
TranID1206191400564136457,SN
TranID1206201040754130670,HPM
TranID1206201380794173913,CV
TranID1206211150884114821,SN
TranID1206211181204150735,HPM
TranID1206211260814129076,SN
TranID1206211350724121312,HPM
TranID1206211520354130328,Blazar
TranID1206220230744119534,HPM
TranID1206221121184125294,Blazar
TranID1206221400674113478,AGN
TranID1207180041124185000,CV
TranID1207180041144129687,Unknown
TranID1207180121154125168,SN?
TranID1207180151114104447,SN
TranID1208121320804163185,CV
TranID1208121350994133433,SN
TranID1208130010844101062,AGN
TranID1208130041114126118,Flare
TranID1208251011194110586,SN
TranID1208251011234140766,SN
TranID1208280210014111715,CV
TranID1208281231154134578,CV
TranID1209130011214144832,HPM
TranID1209131041184139147,SN
TranID1209141070054135993,HPM?
TranID1209141071174108926,CV
TranID1209141090024103854,AGN
TranID1209141090054139367,HPM
TranID1209141090064105618,SN
TranID1209141090074136361,Comet
TranID1209141090204129093,CV
TranID1209141181134129658,SN
TranID1209141231074142497,SN
TranID1209150040094134613,SN
TranID1209150070034133708,SN?
TranID1209150071264108321,AGN/SN
TranID1209161150114133785,AGN
TranID1209161150144108739,SN
TranID1209161210094128601,Flare
TranID1209171151174127289,Var
TranID1209171181184108688,Unknown
TranID1209171230834113314,SN
TranID1209171260074119171,SN
TranID1209171320804150109,AGN
TranID1209180010154103293,SN/CV
TranID1209180040164133578,AGN
TranID1209180040174139651,HPM
TranID1209181261134125108,CV
TranID1209190011264107526,SN
TranID1209190040204133930,SN
TranID1209190070174113766,Blazar
TranID1209190090144112412,SN
TranID1209190121244126312,AGN?
TranID1209190181234125108,SN
TranID1209191290734112890,SN
TranID1209201291104150818,SN
TranID1209210010044118805,SN
TranID1209210010094134077,HPM
TranID1209210011174113721,SN
TranID1209210040054102542,AGN/SN
TranID1209211151114137208,SN
TranID1209211231074134565,AGN
TranID1209211520514132992,Blazar
TranID1209220011114136533,Blazar
TranID1209220121154133884,CV
TranID1209220121174144021,SN
TranID1209220231174118379,AGN
TranID1209231151184132183,SN
TranID1209231181154135712,AGN
TranID1209241210154109886,CV
TranID1209250041244211283,Unknown
TranID1209251120034120839,SN
TranID1209260090224105038,SN
TranID1209260210054119103,AGN
TranID1209261350774119449,SN
TranID1209261380774102309,GRB
TranID1209271400104123217,AGN
TranID1210040041124149411,AGN?
TranID1210040071104182143,Blazar
TranID1210041071154132318,SN
TranID1210041231174109433,Blazar
TranID1210051041234102585,Flare
TranID1210051071234141464,Flare
TranID1210051121134133632,Comet
TranID1210051151104133364,CV
TranID1210051211094121504,SN
TranID1210061010114123149,SN
TranID1210061011274106960,HPM
TranID1210061040054136923,CV
TranID1210061091254108515,AGN
TranID1210061380014126444,SN
TranID1210081120114116244,SN
TranID1210081210094133123,SN
TranID1210081210114120908,SN?
TranID1210081261094137553,SN
TranID1210081290064104773,AGN
TranID1210081290084113755,CV
TranID1210081290084139283,SN
TranID1210081320094121285,AGN
TranID1210090090084147600,SN
TranID1210090090094131313,CV
TranID1210090090104107398,HPM
TranID1210090150164136276,CV
TranID1210090180034141802,SN
TranID1210090180064127981,Flare
TranID1210090180074131839,CV
TranID1210090211144147393,CV/AGN
TranID1210100230084125630,AGN?
TranID1210101550574139561,SN
TranID1210110090204111934,SN
TranID1210110261114108086,SN
TranID1210111350204155747,SN
TranID1210111380724113233,SN
TranID1210131010084212549,Unknown
TranID1210131010164113786,AGN
TranID1210131010164129332,HPM
TranID1210131570224128099,AGN
TranID1210140121244119909,AGN
TranID1210141040144113641,SN
TranID1210141040194104716,SN
TranID1210141070524139098,SN/AGN?
TranID1210141071214123192,SN
TranID1210150070174107414,Unknown
TranID1210150150074131189,AGN
TranID1210150150284109826,CV
TranID1210151120044133047,SN
TranID1210161150114109011,SN
TranID1210161290084140460,SN
TranID1210161350174146514,SN
TranID1210181321044127377,HPM
TranID1210191180014206445,SN/CV
TranID1210191210034106470,SN
TranID1210200230154132703,HPM
TranID1210211070014111403,Flare
TranID1210221210204103080,Flare
TranID1210230210184130483,SN
TranID1210251520614129666,AGN
TranID1210261570504105230,CV
TranID1210261570514139359,Flare
TranID1210270040254109015,SN
TranID1210270120284116794,AGN?
TranID1211021320104124291,HPM
TranID1211030011184117219,Flare
TranID1211040011274138471,AGN
TranID1211040071244137294,SN
TranID1211040151144115708,AGN
TranID1211041040244133578,AGN
TranID1211060150264111449,AGN
TranID1211061121194114499,SN
TranID1211061320024142735,Blazar
TranID1211061320034107388,AGN
TranID1211070040084107170,AGN
TranID1211070231124139883,HPM
TranID1211071070144131502,SN
TranID1211120181094128727,AGN
TranID1211121010044139995,AGN?
TranID1211121150034142136,SN?
TranID1211121260104115636,SN
TranID1211121260104125682,Flare
TranID1211121320074127003,SN?
TranID1211121350134141376,SN
TranID1211131180104107175,SN/CV
TranID1211131180484106123,SN
TranID1211131210484133381,SN
TranID1211131260074105573,AGN?
TranID1211131260074114017,SN?
TranID1211131320034233281,HPM
TranID1211140230074119666,HPM
TranID1211140230104117851,Blazar
TranID1211140260164132316,HPM
TranID1211140260264156771,CV
TranID1211140261114102829,SN
TranID1211141040564146287,CV
TranID1211141070524124013,HPM
TranID1211141090484136131,SN
TranID1211151380114123352,HPM
TranID1211151400024128052,AGN
TranID1211201210104124196,HPM
TranID1211201210114118379,SN
TranID1211201260144138885,HPM
TranID1211201320134127533,SN
TranID1211211400124152237,Flare
TranID1211220040254102621,CV?
TranID1211221120164101986,SN?
TranID1211230090264132139,SN
TranID1211230090284118680,SN
TranID1211230090284149514,Unknown
TranID1211240181134110780,Unknown
TranID1211241430354131229,CV
TranID1211250040254118613,SN/CV
TranID1211250040294129168,AGN/SN
TranID1211250150284101590,SN
TranID1211251010564111427,AGN
TranID1212021350134123988,AGN
TranID1212031040224128186,Blazar
TranID1212031040274125613,SN
TranID1212031260564126571,SN
TranID1212040070204124265,SN
TranID1212040090324112508,SN
TranID1212040120274106666,SN
TranID1212041010314105958,AGN
TranID1212051210064142482,Flare
TranID1212071120484110619,HPM
TranID1212071120514101732,AGN
TranID1212080010604101425,AGN
TranID1212080070564106982,AGN
TranID1212080121174102903,AGN
TranID1212080290194104068,AGN
TranID1212081120714110802,SN?
TranID1212081120734147885,SN
TranID1212081150704122264,HPM
TranID1212081180274143485,HPM
TranID1212091210534111237,Blazar
TranID1212091210554119667,AGN
TranID1212091320214200033,AGN
TranID1212091350184194219,AGN
TranID1212101070614108872,SN
TranID1212101150604109404,AGN?
TranID1212101350304169390,SN
TranID1212101350334155040,SN?
TranID1212101350424137225,Unknown
TranID1212101520234135082,SN
TranID1212110011224121038,SN
TranID1212111040224118793,HPM
TranID1212121010294164062,SN?
TranID1212121040124143985,AGN?
TranID1212121070084233940,SN?
TranID1212121070164123828,SN
TranID1212121380464115648,AGN
TranID1212121380464142104,Flare
TranID1212130090024144127,Blazar
TranID1212131040594104095,Flare
TranID1212131150124142506,CV
TranID1212201040594136782,Blazar
TranID1212201070564109636,Unknown
TranID1212201180394146401,HPM
TranID1212211320424112761,SN
TranID1301030010464118888,Flare
TranID1301031090774135654,Flare
TranID1301031150424151613,AGN
TranID1301031350364121228,HPM
TranID1301031490264148655,AGN
TranID1301051230574132403,SN?
TranID1301051230604112006,CV?
TranID1301051260644124613,CV?
TranID1301051320504135525,HPM
TranID1301051320514130360,Flare
TranID1301051350454137063,CV
TranID1301061090094117234,SN
TranID1301061090614105661,AGN?
TranID1301061180514114118,SN?
TranID1301061230534111716,SN?
TranID1301070040264138462,SN?
TranID1301071430404125956,Blazar
TranID1301080040714113582,Unknown
TranID1301080070724103395,Blazar
TranID1301081070654101988,SN
TranID1301081630234143254,AGN
TranID1301081630244112050,Flare
TranID1301090070214110336,Unknown
TranID1301091070734127647,SN
TranID1301091071264128565,LPV
TranID1301091120664116217,SN
TranID1301091150634114188,HPM
TranID1301091180664133645,AGN
TranID1301100070484108784,SN
TranID1301101400304128284,AGN
TranID1301101460464125754,Flare
TranID1301120070524109667,AGN?
TranID1301120070554118370,AGN
TranID1301120070604117823,AGN
TranID1301130010334119217,AGN
TranID1301130120044104936,SN?
TranID1301130120094138246,AGN
TranID1301130150634137478,Unknown
TranID1301130210584145069,Ast
TranID1301131010554139998,Unknown
TranID1301131040444124691,SN
TranID1301131040554137759,AGN
TranID1301131320454135242,SN
TranID1301141010054127807,AGN
TranID1301141550224170154,SN?
TranID1301141600214150936,SN
TranID1301151090124141829,SN
TranID1301151120114110654,Blazar
TranID1301151460314123896,Unknown
TranID1301151460334132242,CV
TranID1301161120464102418,SN
TranID1301161230184124892,CV
TranID1301161260474144339,SN
TranID1301171040504112807,SN
TranID1301171210544133044,AGN
TranID1301171230524118664,AGN?
TranID1301171260514105921,CV
TranID1301171260534109021,Blazar
TranID1301171290494101134,Mira
TranID1301171320484141493,AGN
TranID1301181091254106470,SN
TranID1301181150574139493,AGN?
TranID1301181290534132162,CV
TranID1301181430464127521,AGN
TranID1301190040324141041,CV
TranID1301191010674124017,SN
TranID1301191150664140530,CV
TranID1301191180604110642,HPM
TranID1301200010614127750,HPM
TranID1301200040614105139,CV
TranID1301201010634112008,Flare/SN?
TranID1301211320344144585,SN
TranID1301211350324164342,CV
TranID1301220040744106245,AGN?
TranID1301221040844144288,AGN
TranID1301221040864152365,SN
TranID1301221040864152906,AGN
TranID1301311380344128824,CV
TranID1301311430304145952,AGN/SN
TranID1302011090264101772,HPM
TranID1302021320494133884,HPM
TranID1302051040264151137,AGN?
TranID1302051070574141323,SN
TranID1302051070684112717,AGN
TranID1302051090544104678,SN?
TranID1302061040444139121,AGN
TranID1302061180174118628,SN
TranID1302061230454136240,AGN
TranID1302071150594109346,SN
TranID1302071180594109478,Blazar?
TranID1302071180594112812,HPM
TranID1302071180594124448,Unknown
TranID1302071350324174129,SN
TranID1302081290044124939,AGN
TranID1302081430274150136,Blazar
TranID1302110010564118314,SN
TranID1302110040604104918,SN
TranID1302111010564127993,AGN
TranID1302111070584108234,Blazar
TranID1302111070584120659,CV?
TranID1302111320504113079,Flare
